Order ID,Ship Date,Ship Mode
US-2019-130491,2019-02-11,First Class
CA-2019-113740,2019-08-28,Second Class
CA-2018-148425,2018-12-04,Standard Class
CA-2020-144309,2020-12-16,Standard Class
CA-2021-151225,2021-10-29,First Class
US-2018-144078,2018-11-29,Standard Class
CA-2018-124464,2018-07-20,Standard Class
CA-2019-136805,2019-05-27,Second Class
US-2019-159499,2019-11-23,Second Class
CA-2018-162089,2018-04-01,First Class
US-2021-158526,2022-01-01,Second Class
CA-2021-104885,2021-03-08,Standard Class
US-2020-157490,2020-10-07,First Class
CA-2019-161452,2019-04-11,Standard Class
US-2018-115196,2018-09-13,Standard Class
CA-2020-138968,2020-03-16,First Class
CA-2019-101889,2019-12-31,Standard Class
CA-2021-110821,2021-08-08,First Class
CA-2019-121552,2019-03-27,Standard Class
CA-2019-107685,2019-12-02,Second Class
US-2018-120740,2018-04-15,Same Day
CA-2021-155740,2021-08-02,First Class
CA-2021-146493,2021-06-05,Standard Class
CA-2018-105417,2018-01-12,Standard Class
US-2021-141509,2021-10-01,First Class
CA-2021-139493,2021-09-19,Standard Class
CA-2018-151967,2018-10-26,Standard Class
US-2020-140158,2020-10-08,Standard Class
CA-2019-130974,2019-11-29,Second Class
CA-2021-133487,2021-05-09,Second Class
CA-2018-142951,2018-10-08,Same Day
CA-2018-133592,2019-01-07,Standard Class
CA-2019-120782,2019-05-01,First Class
CA-2019-116876,2019-02-21,Standard Class
CA-2020-169838,2020-11-29,Standard Class
US-2021-128951,2021-07-17,First Class
CA-2018-102330,2019-01-03,Standard Class
CA-2020-118899,2020-03-22,Same Day
CA-2021-107958,2021-07-05,First Class
CA-2021-151799,2021-12-18,Standard Class
CA-2020-114601,2020-09-02,Standard Class
CA-2021-100237,2021-10-19,Standard Class
CA-2018-139542,2018-10-29,Standard Class
US-2019-142811,2019-04-07,Standard Class
CA-2021-139353,2021-10-30,Second Class
CA-2018-150203,2018-12-07,First Class
US-2021-101518,2021-11-08,Standard Class
CA-2019-149636,2019-01-12,Standard Class
US-2021-146213,2021-09-14,Standard Class
CA-2019-108588,2019-01-10,Standard Class
US-2021-138086,2021-04-20,Standard Class
CA-2019-139374,2019-09-14,Standard Class
CA-2020-113978,2020-09-29,Standard Class
US-2019-150231,2019-03-20,Second Class
CA-2020-106915,2020-12-02,Standard Class
US-2020-109260,2020-10-01,Standard Class
CA-2021-104850,2021-06-19,Standard Class
CA-2021-140508,2021-09-21,First Class
CA-2021-143294,2021-06-08,Standard Class
CA-2020-165673,2020-05-19,Second Class
CA-2021-134418,2021-09-20,Standard Class
US-2020-106313,2020-08-26,Standard Class
CA-2018-105872,2018-06-06,Standard Class
CA-2021-108287,2021-12-20,First Class
CA-2021-141103,2021-08-06,Standard Class
CA-2018-154781,2018-11-26,Standard Class
CA-2019-147816,2019-09-26,Second Class
CA-2021-105326,2021-08-27,Standard Class
CA-2020-133613,2020-06-22,Standard Class
CA-2019-109113,2019-12-23,Standard Class
CA-2019-156153,2019-06-02,Second Class
CA-2019-133242,2019-06-24,Standard Class
CA-2019-158323,2019-12-03,First Class
CA-2019-161795,2019-12-23,Second Class
CA-2021-100902,2021-11-21,Standard Class
CA-2021-112844,2021-11-16,Second Class
CA-2020-158925,2020-10-28,Standard Class
CA-2018-155390,2018-12-11,Standard Class
CA-2021-123071,2021-12-06,First Class
CA-2021-156391,2021-09-28,First Class
CA-2019-103093,2019-02-07,Standard Class
US-2021-118941,2021-08-12,Same Day
CA-2019-169299,2019-08-26,First Class
CA-2021-154088,2021-11-17,Standard Class
CA-2020-155978,2020-08-01,Same Day
CA-2020-108196,2020-12-02,Standard Class
CA-2020-152800,2020-04-15,First Class
CA-2018-166961,2018-12-31,Standard Class
CA-2020-139381,2020-04-22,Standard Class
CA-2019-132136,2019-03-12,Standard Class
CA-2020-162236,2020-11-06,Second Class
US-2018-111353,2018-12-06,Standard Class
US-2020-117037,2020-05-20,First Class
CA-2021-160801,2021-09-19,Same Day
CA-2020-108364,2020-12-24,Standard Class
CA-2021-169362,2021-10-15,First Class
CA-2019-127481,2019-12-15,Second Class
CA-2019-112711,2019-07-18,Standard Class
US-2019-145121,2019-10-06,Standard Class
CA-2021-166184,2021-03-27,First Class
CA-2021-157413,2021-06-06,Standard Class
CA-2018-143637,2018-03-29,Second Class
CA-2019-102260,2019-09-26,Standard Class
US-2020-137295,2020-01-13,Standard Class
CA-2020-134334,2020-02-15,First Class
US-2021-109316,2021-06-10,First Class
CA-2020-138478,2020-10-26,Second Class
CA-2021-150469,2021-01-30,Standard Class
CA-2021-152436,2021-12-10,Second Class
CA-2020-169334,2020-10-24,Second Class
US-2018-115413,2018-09-01,Standard Class
CA-2018-125150,2018-05-23,Standard Class
CA-2019-127327,2019-02-07,Standard Class
CA-2021-117114,2021-11-05,Standard Class
CA-2019-137302,2019-05-01,Standard Class
CA-2020-112382,2020-05-13,Standard Class
CA-2019-128958,2019-01-28,Standard Class
CA-2019-106257,2019-04-17,Second Class
CA-2019-149083,2019-09-30,Standard Class
US-2018-137869,2018-04-02,Standard Class
CA-2020-116603,2020-07-22,Standard Class
CA-2018-158470,2018-04-23,Second Class
US-2021-123834,2021-07-25,Standard Class
CA-2019-125976,2019-10-02,Standard Class
CA-2020-128706,2020-03-02,Standard Class
CA-2020-104311,2020-05-06,Standard Class
CA-2018-169649,2018-12-15,Standard Class
CA-2019-144890,2019-12-29,Standard Class
CA-2021-135587,2021-12-12,Standard Class
CA-2018-103429,2018-06-01,First Class
CA-2021-152261,2021-03-06,Standard Class
CA-2019-142993,2019-10-17,Standard Class
CA-2019-143364,2019-07-19,Second Class
CA-2018-100972,2018-11-24,Second Class
CA-2020-136994,2020-06-02,Standard Class
US-2021-166233,2021-07-09,Standard Class
CA-2021-122112,2021-09-29,Standard Class
CA-2020-101672,2020-10-07,Standard Class
CA-2021-168403,2021-09-15,Standard Class
CA-2019-148705,2019-03-18,Standard Class
CA-2020-160241,2020-12-04,Second Class
CA-2020-155747,2020-06-21,Standard Class
CA-2021-118017,2021-12-06,Second Class
CA-2020-113117,2020-08-22,Standard Class
CA-2020-148684,2020-12-29,Standard Class
CA-2021-125367,2021-07-30,Standard Class
CA-2021-124744,2021-06-25,Standard Class
CA-2021-128363,2021-08-18,Standard Class
CA-2019-126669,2019-11-13,Standard Class
US-2019-118766,2019-10-22,Standard Class
CA-2020-112585,2020-08-02,First Class
CA-2020-149762,2020-12-07,Standard Class
CA-2020-167605,2020-04-30,Second Class
US-2021-105697,2021-08-27,First Class
CA-2021-165323,2021-06-21,Standard Class
CA-2019-110891,2019-11-24,Standard Class
CA-2021-100783,2021-09-08,Second Class
CA-2019-152513,2019-07-08,Second Class
CA-2021-139822,2021-09-21,Standard Class
CA-2021-107713,2021-03-17,Standard Class
CA-2021-134096,2021-09-29,Standard Class
CA-2020-125843,2020-08-16,First Class
CA-2021-120404,2021-11-24,Second Class
CA-2021-167549,2021-07-27,First Class
CA-2020-120082,2020-03-27,Second Class
US-2020-168095,2020-07-20,Standard Class
CA-2021-166093,2021-08-24,Standard Class
CA-2020-146325,2020-12-17,First Class
CA-2021-134194,2022-01-01,Standard Class
CA-2018-131009,2018-03-05,Standard Class
CA-2019-145814,2019-11-24,Standard Class
CA-2018-138359,2018-04-06,Standard Class
CA-2021-131807,2021-10-10,Standard Class
CA-2021-104864,2021-11-23,Second Class
CA-2019-138219,2019-03-30,Standard Class
CA-2020-157707,2020-10-12,First Class
US-2019-126753,2019-08-20,Standard Class
CA-2018-166051,2018-06-05,Standard Class
CA-2019-113040,2019-08-31,Standard Class
CA-2018-103800,2018-01-07,Standard Class
CA-2018-113383,2018-09-13,First Class
CA-2021-152499,2021-01-25,Second Class
CA-2020-151498,2020-04-24,First Class
CA-2020-137939,2020-07-23,Second Class
US-2020-117793,2020-08-29,Standard Class
CA-2020-133872,2020-06-17,First Class
US-2019-165743,2019-11-23,Second Class
US-2021-105998,2021-11-05,First Class
US-2018-148194,2018-05-07,First Class
US-2019-151407,2019-11-12,Standard Class
CA-2019-110870,2019-12-15,First Class
CA-2018-143210,2018-12-03,First Class
CA-2020-139808,2020-10-11,Standard Class
CA-2019-110863,2019-11-24,Standard Class
CA-2018-127859,2018-03-20,Second Class
US-2019-136427,2019-06-23,First Class
CA-2021-120168,2021-05-25,Same Day
US-2018-131870,2018-09-11,First Class
CA-2021-114804,2021-10-19,Second Class
CA-2021-167227,2021-11-05,First Class
CA-2018-129189,2018-07-25,Standard Class
CA-2019-132465,2019-09-15,Second Class
CA-2020-166373,2020-10-25,Standard Class
CA-2020-158806,2020-01-11,Standard Class
CA-2019-119690,2019-06-28,First Class
CA-2019-153738,2019-09-22,First Class
CA-2021-169012,2021-07-14,Standard Class
CA-2021-109393,2021-07-02,Second Class
CA-2021-121489,2021-08-25,Second Class
US-2021-133081,2021-03-15,Standard Class
CA-2021-165008,2021-09-17,Second Class
CA-2020-145611,2020-09-24,Standard Class
CA-2020-113600,2020-12-17,Second Class
CA-2021-130834,2021-11-06,Second Class
CA-2020-168543,2020-07-07,Standard Class
CA-2018-144974,2018-09-30,Standard Class
CA-2018-109904,2018-07-17,Second Class
CA-2021-152205,2021-10-05,Standard Class
CA-2019-121188,2019-09-04,Standard Class
CA-2019-156013,2019-09-26,Standard Class
CA-2020-132997,2020-11-09,First Class
US-2019-160563,2019-10-24,Standard Class
CA-2021-151750,2021-01-05,Standard Class
CA-2019-106187,2019-06-29,Standard Class
US-2020-164945,2020-11-27,Standard Class
CA-2019-150714,2019-11-01,Standard Class
CA-2020-105753,2020-10-26,Standard Class
CA-2021-120894,2021-05-02,Standard Class
CA-2020-106621,2020-10-01,Second Class
CA-2019-107020,2019-07-14,Standard Class
US-2019-117492,2019-08-09,First Class
CA-2018-101392,2018-12-13,Standard Class
CA-2019-127502,2019-12-14,Standard Class
CA-2021-143658,2021-11-13,Second Class
CA-2021-133046,2021-08-01,Second Class
CA-2021-122798,2022-01-01,Standard Class
CA-2020-169663,2020-03-13,First Class
CA-2019-149846,2019-05-26,Standard Class
CA-2021-159149,2021-02-19,First Class
US-2021-167570,2021-12-15,Standard Class
CA-2021-160122,2021-11-23,Standard Class
CA-2020-130393,2020-12-03,Second Class
CA-2021-144820,2021-10-07,Second Class
CA-2021-101014,2021-09-04,Standard Class
CA-2021-105543,2021-11-24,Same Day
US-2021-113201,2021-07-05,Standard Class
US-2021-106551,2021-07-27,Standard Class
CA-2020-116722,2020-11-16,Standard Class
CA-2018-138128,2018-12-15,Standard Class
US-2021-150070,2021-09-12,Standard Class
CA-2019-137064,2019-02-13,Standard Class
CA-2021-157350,2021-09-01,Standard Class
CA-2018-127866,2018-07-23,First Class
CA-2019-131352,2019-10-13,Standard Class
CA-2019-121776,2019-02-21,Standard Class
CA-2020-118073,2020-08-16,Standard Class
CA-2018-103219,2018-11-13,Standard Class
CA-2020-102561,2020-07-22,Standard Class
CA-2020-100993,2020-02-10,Standard Class
US-2018-112949,2018-06-27,Standard Class
US-2021-146822,2021-06-14,Standard Class
US-2020-131058,2020-12-31,Standard Class
CA-2018-167997,2018-01-29,First Class
CA-2021-140151,2021-03-25,First Class
US-2021-143770,2021-03-24,Standard Class
CA-2020-131296,2020-10-09,Standard Class
CA-2020-103464,2020-11-22,Standard Class
CA-2021-136238,2022-01-01,Standard Class
CA-2020-120803,2020-03-13,Standard Class
CA-2020-134138,2020-02-20,Standard Class
CA-2019-120915,2019-10-03,Second Class
CA-2019-168207,2019-11-06,Standard Class
CA-2020-144148,2020-08-05,Standard Class
CA-2021-107174,2021-11-13,Standard Class
CA-2020-146150,2020-02-19,Standard Class
CA-2018-114125,2018-07-13,Standard Class
CA-2020-114944,2020-02-04,Standard Class
CA-2020-135965,2020-09-25,First Class
CA-2021-149699,2021-12-24,First Class
CA-2020-166429,2020-09-08,Standard Class
CA-2019-112767,2019-08-06,Standard Class
CA-2019-119879,2019-11-25,Standard Class
CA-2021-155642,2021-05-22,Standard Class
US-2021-101721,2021-07-27,Standard Class
CA-2019-136728,2019-09-17,Second Class
CA-2020-127194,2020-12-16,Standard Class
CA-2019-140375,2019-10-05,Second Class
US-2021-155866,2021-11-21,Standard Class
CA-2019-141327,2019-12-03,First Class
CA-2019-136700,2019-12-11,Second Class
CA-2021-102736,2021-09-09,Standard Class
CA-2021-125269,2021-04-30,Standard Class
CA-2019-114811,2019-11-08,Same Day
CA-2019-122266,2019-04-30,Standard Class
CA-2019-141565,2019-09-24,Standard Class
CA-2021-128769,2021-09-12,Standard Class
CA-2020-116337,2020-11-12,Standard Class
CA-2019-120845,2019-10-02,Standard Class
CA-2018-120775,2018-10-07,Standard Class
CA-2018-152905,2018-02-24,Standard Class
CA-2020-104633,2020-06-16,Standard Class
CA-2021-104136,2021-11-04,Second Class
CA-2020-123050,2020-04-08,Second Class
CA-2020-162355,2020-07-02,Second Class
CA-2018-158225,2018-09-28,Standard Class
CA-2021-102204,2021-05-06,Standard Class
CA-2021-103065,2021-10-20,Same Day
CA-2018-109855,2018-09-05,Standard Class
CA-2018-109897,2018-08-16,Standard Class
US-2018-143581,2018-08-23,Standard Class
CA-2019-129217,2019-05-10,Same Day
CA-2020-133816,2020-05-13,Second Class
CA-2019-140221,2019-03-09,Second Class
CA-2021-152310,2021-08-19,Standard Class
CA-2020-118101,2020-06-26,Same Day
CA-2020-100307,2020-12-19,Standard Class
CA-2019-138457,2019-09-17,Standard Class
CA-2018-131800,2019-01-04,Standard Class
CA-2018-118304,2018-05-04,Standard Class
CA-2021-121790,2021-02-06,Standard Class
CA-2020-169670,2020-12-31,Standard Class
CA-2020-139549,2020-10-25,Standard Class
CA-2019-104059,2019-06-15,Second Class
CA-2021-164112,2021-07-04,Standard Class
CA-2019-143882,2019-06-30,Standard Class
US-2020-139262,2020-02-25,Standard Class
CA-2021-146192,2021-04-26,Standard Class
CA-2021-134810,2021-05-10,First Class
CA-2019-154284,2019-12-26,Second Class
CA-2018-156244,2018-08-16,Standard Class
CA-2019-106362,2019-12-15,Standard Class
US-2021-168802,2021-11-07,Standard Class
US-2021-146906,2021-03-17,Standard Class
CA-2020-166380,2020-06-03,Standard Class
US-2019-158911,2019-07-11,Standard Class
US-2018-103338,2018-03-15,Standard Class
CA-2019-109169,2019-04-24,Standard Class
US-2021-167318,2021-08-01,Standard Class
US-2018-120313,2018-11-02,Second Class
CA-2021-135419,2021-11-09,Standard Class
CA-2020-128671,2020-08-16,Standard Class
CA-2020-149335,2020-07-25,Same Day
CA-2018-168312,2018-03-07,Standard Class
US-2021-105935,2021-01-31,Standard Class
CA-2018-161508,2018-07-16,Standard Class
CA-2021-130904,2021-04-16,Standard Class
CA-2021-133620,2021-11-18,Standard Class
CA-2019-142937,2019-12-06,First Class
US-2020-149790,2020-10-01,Standard Class
CA-2020-130778,2020-11-25,Standard Class
CA-2021-144456,2021-09-09,First Class
CA-2021-103478,2021-07-24,Second Class
CA-2021-118577,2021-10-11,Standard Class
CA-2021-113572,2021-11-11,Standard Class
CA-2020-153269,2020-03-12,First Class
CA-2021-161655,2021-05-18,Second Class
CA-2020-101469,2020-07-08,Standard Class
CA-2018-153087,2019-01-03,Standard Class
CA-2021-135076,2021-04-17,Standard Class
CA-2018-161634,2018-11-20,Standard Class
CA-2021-141481,2021-06-14,First Class
CA-2020-132549,2020-11-30,Standard Class
US-2018-155544,2018-03-25,Standard Class
US-2019-115238,2019-05-04,Standard Class
CA-2021-132199,2021-05-08,Standard Class
CA-2020-163174,2020-08-30,Standard Class
CA-2018-110555,2018-04-18,Standard Class
CA-2021-147207,2021-01-04,Second Class
CA-2021-137631,2021-05-02,Standard Class
CA-2021-157273,2021-02-02,First Class
CA-2018-109918,2018-09-12,Second Class
CA-2020-118745,2020-06-16,Standard Class
CA-2020-163972,2020-10-21,Standard Class
CA-2018-165393,2018-12-30,First Class
CA-2020-113726,2020-12-01,Standard Class
CA-2020-152940,2020-11-13,First Class
CA-2019-158701,2019-01-10,Standard Class
CA-2021-156272,2021-03-27,Standard Class
CA-2019-162964,2019-11-18,Standard Class
CA-2018-103527,2018-09-14,Second Class
CA-2020-134544,2020-03-19,Second Class
CA-2020-163048,2020-02-15,Standard Class
CA-2020-145135,2020-11-28,First Class
CA-2021-137582,2021-09-08,Standard Class
CA-2019-149601,2019-06-03,Standard Class
CA-2018-139423,2018-11-05,Standard Class
CA-2020-102596,2020-12-30,First Class
CA-2021-153227,2021-12-06,First Class
CA-2021-110625,2021-12-30,Standard Class
CA-2020-142594,2020-12-06,Second Class
CA-2018-152254,2018-06-30,Same Day
US-2018-120236,2018-09-04,First Class
CA-2021-120061,2021-11-07,Second Class
CA-2019-133837,2019-04-18,Standard Class
CA-2019-110814,2019-12-09,Second Class
CA-2020-154067,2020-02-07,Standard Class
CA-2021-140480,2021-07-12,Standard Class
CA-2019-134082,2019-12-17,Standard Class
CA-2020-130820,2020-11-15,Same Day
CA-2020-159765,2020-05-12,Second Class
CA-2021-132290,2021-03-14,Standard Class
CA-2020-147109,2020-12-21,Standard Class
CA-2021-107265,2021-04-12,Standard Class
CA-2021-118199,2021-05-11,First Class
CA-2021-150091,2021-10-16,Standard Class
CA-2020-137652,2020-08-30,First Class
CA-2019-128356,2019-10-07,Standard Class
CA-2021-167017,2021-11-25,First Class
US-2021-132220,2021-11-16,Standard Class
CA-2020-118129,2020-12-21,Second Class
US-2018-113124,2018-04-05,Standard Class
CA-2021-155621,2021-11-13,Standard Class
US-2018-127635,2018-09-18,Second Class
CA-2019-151470,2019-09-26,Standard Class
CA-2019-112823,2019-12-16,Standard Class
CA-2018-108861,2018-06-01,Standard Class
CA-2021-114370,2021-03-17,Second Class
CA-2020-158302,2020-12-12,Second Class
CA-2021-145779,2021-05-10,Standard Class
US-2020-155173,2020-03-10,Standard Class
CA-2021-125451,2021-10-24,First Class
CA-2018-131387,2018-04-30,First Class
CA-2020-125087,2020-04-23,Standard Class
CA-2020-154081,2020-05-29,Standard Class
US-2021-118556,2021-06-02,Second Class
CA-2018-126200,2018-08-29,Standard Class
CA-2018-146500,2018-09-04,Standard Class
CA-2019-169537,2019-09-07,Second Class
CA-2018-100881,2018-04-01,Standard Class
CA-2019-144043,2019-05-15,Standard Class
CA-2019-116512,2019-04-14,Standard Class
CA-2019-101000,2019-04-14,Standard Class
CA-2020-168557,2020-09-23,Standard Class
US-2020-164196,2020-11-17,Standard Class
US-2021-132031,2021-04-27,Standard Class
CA-2019-169733,2019-10-26,Second Class
CA-2021-169404,2021-04-14,Standard Class
CA-2021-134880,2021-11-01,Standard Class
CA-2019-145758,2019-10-30,Same Day
CA-2021-158736,2021-12-24,Standard Class
US-2020-119270,2020-03-16,Standard Class
CA-2018-109890,2018-07-27,Standard Class
CA-2020-138583,2020-05-28,Standard Class
US-2021-118535,2021-02-15,Standard Class
CA-2020-126284,2020-09-24,Standard Class
CA-2021-142391,2021-09-24,Same Day
CA-2021-124716,2021-03-31,Standard Class
CA-2020-158841,2020-02-04,Second Class
CA-2021-106824,2021-07-11,Standard Class
CA-2019-109190,2019-10-28,Standard Class
CA-2020-143154,2020-12-08,Standard Class
CA-2018-169061,2018-03-08,Second Class
CA-2019-102316,2019-03-03,Second Class
CA-2018-164903,2018-02-24,Standard Class
CA-2020-109400,2020-05-06,Standard Class
CA-2020-130400,2020-03-12,Standard Class
CA-2019-135853,2019-12-14,First Class
CA-2020-103359,2020-12-26,Standard Class
CA-2020-144645,2020-02-08,Standard Class
CA-2021-141614,2021-06-09,Standard Class
CA-2019-122168,2019-08-26,Standard Class
CA-2020-132899,2020-04-11,Standard Class
CA-2021-149720,2021-06-07,Second Class
CA-2021-118003,2021-12-10,Standard Class
CA-2020-141887,2020-01-15,Standard Class
US-2020-160206,2020-04-07,Standard Class
CA-2021-133074,2021-09-25,Standard Class
CA-2021-161172,2021-03-16,Same Day
CA-2021-137624,2021-11-17,Standard Class
CA-2020-156748,2020-12-06,Standard Class
CA-2019-169677,2019-01-15,Second Class
US-2018-163146,2018-05-20,Standard Class
CA-2019-157343,2019-06-11,Standard Class
CA-2021-147354,2021-03-13,Standard Class
CA-2019-157287,2019-12-23,First Class
CA-2018-137575,2018-08-11,Standard Class
CA-2020-119074,2020-03-31,Standard Class
CA-2019-149566,2019-12-10,Standard Class
CA-2019-126186,2019-09-12,First Class
CA-2019-121132,2019-07-24,Standard Class
CA-2018-140473,2018-06-03,Standard Class
US-2021-102904,2021-11-20,Standard Class
CA-2020-102092,2020-12-11,First Class
CA-2019-117884,2019-03-22,Same Day
CA-2020-132829,2020-12-26,Second Class
CA-2020-123540,2020-04-06,Second Class
US-2021-108315,2021-05-04,Standard Class
CA-2020-134110,2020-11-18,First Class
US-2020-136581,2020-11-12,First Class
CA-2020-162390,2020-12-12,Standard Class
CA-2020-162222,2020-04-03,Same Day
CA-2018-121629,2018-12-02,Standard Class
CA-2019-164623,2019-10-22,First Class
CA-2018-159849,2018-09-19,Same Day
CA-2021-101273,2021-08-30,Second Class
CA-2021-106747,2021-07-04,First Class
CA-2021-146164,2021-12-26,Standard Class
CA-2020-111605,2021-01-02,Standard Class
CA-2018-130673,2018-05-22,Second Class
CA-2018-104808,2018-02-08,Second Class
US-2021-132927,2021-12-15,Standard Class
CA-2021-162015,2021-07-18,Standard Class
CA-2019-138492,2019-05-22,Standard Class
CA-2021-145338,2021-02-01,First Class
CA-2021-126676,2021-10-01,First Class
CA-2021-101700,2021-04-26,First Class
CA-2021-159667,2021-11-13,Standard Class
CA-2018-111934,2018-05-07,First Class
US-2020-117387,2020-10-31,Standard Class
CA-2018-141110,2018-12-01,Standard Class
US-2018-133949,2018-12-31,Same Day
US-2020-116365,2020-01-08,Standard Class
CA-2021-162936,2021-08-22,Standard Class
CA-2018-151946,2018-06-09,Standard Class
CA-2021-123624,2021-11-17,Second Class
CA-2020-146437,2020-02-01,Second Class
CA-2020-138233,2020-11-14,Standard Class
CA-2020-165918,2020-09-14,Standard Class
CA-2021-117513,2021-03-08,Standard Class
CA-2021-132437,2021-09-13,Second Class
US-2021-119319,2021-11-09,Second Class
CA-2021-104318,2021-05-18,Standard Class
US-2020-114230,2020-12-01,Standard Class
CA-2019-136147,2019-11-18,Standard Class
CA-2019-156118,2019-12-12,Standard Class
CA-2019-164084,2019-09-12,Standard Class
CA-2020-107783,2020-07-29,First Class
CA-2021-159793,2021-08-29,Standard Class
CA-2018-160094,2018-05-02,First Class
CA-2021-151281,2021-05-02,Standard Class
CA-2021-118346,2021-07-24,First Class
CA-2018-129819,2018-12-15,Second Class
US-2021-148551,2021-01-16,Standard Class
CA-2021-147767,2021-12-02,Same Day
CA-2019-108259,2019-11-15,Standard Class
CA-2020-113341,2020-11-29,Standard Class
US-2019-131842,2019-12-08,First Class
CA-2020-164574,2020-08-03,Standard Class
CA-2018-142769,2018-09-13,Same Day
CA-2020-168361,2020-06-25,Standard Class
CA-2020-153185,2020-09-08,Standard Class
CA-2021-124765,2021-11-30,Standard Class
CA-2019-131856,2019-05-17,Standard Class
CA-2021-126634,2021-04-01,Second Class
CA-2020-118500,2020-11-18,First Class
CA-2020-163951,2021-01-02,First Class
CA-2020-149916,2020-12-24,Second Class
CA-2019-158918,2019-12-25,Second Class
US-2018-159611,2019-01-01,Second Class
CA-2021-163265,2021-02-21,Standard Class
CA-2021-141705,2021-10-26,First Class
CA-2020-112739,2020-09-07,Second Class
CA-2020-143805,2020-12-03,Second Class
CA-2018-133634,2018-11-10,Standard Class
CA-2021-101665,2021-12-01,Standard Class
CA-2020-155446,2020-12-23,Standard Class
CA-2021-137323,2021-11-18,Second Class
CA-2020-144015,2020-06-26,Same Day
CA-2018-101427,2018-12-30,Standard Class
CA-2020-136770,2020-08-18,Standard Class
CA-2020-118311,2020-10-28,Standard Class
US-2018-112795,2018-08-28,Second Class
CA-2021-127096,2021-09-17,Second Class
CA-2021-119284,2021-06-20,Standard Class
CA-2019-133494,2019-03-05,Standard Class
CA-2020-111318,2020-07-26,First Class
US-2018-132745,2018-10-05,Standard Class
CA-2018-146815,2018-09-13,Standard Class
CA-2018-119144,2018-11-18,First Class
CA-2018-105648,2018-03-07,Standard Class
US-2019-145422,2019-12-07,Standard Class
CA-2021-136623,2021-07-16,Standard Class
CA-2021-121678,2021-11-20,Second Class
CA-2020-120824,2020-06-16,Second Class
US-2020-135209,2020-12-31,Second Class
CA-2021-148145,2021-03-23,Standard Class
CA-2019-103870,2019-12-31,Standard Class
CA-2019-111017,2019-08-06,Standard Class
CA-2021-116988,2021-06-29,Second Class
US-2018-169390,2018-02-10,Second Class
CA-2020-168774,2020-09-09,Standard Class
CA-2021-161592,2021-04-10,Standard Class
US-2021-131961,2021-12-11,First Class
CA-2020-102498,2020-07-25,First Class
CA-2019-113222,2019-11-09,Same Day
US-2019-144771,2019-10-04,First Class
CA-2019-162376,2019-11-25,Second Class
CA-2021-128076,2021-02-07,Standard Class
US-2019-163825,2019-06-19,First Class
CA-2020-105662,2020-05-09,Standard Class
CA-2021-152198,2021-09-10,First Class
CA-2020-114307,2020-07-26,Standard Class
CA-2020-159891,2020-02-06,Standard Class
CA-2020-112578,2021-01-02,Standard Class
CA-2019-107083,2019-11-27,Standard Class
CA-2019-151722,2019-10-09,Standard Class
CA-2020-151148,2020-09-13,Same Day
CA-2021-115882,2021-09-17,First Class
CA-2019-132276,2019-02-28,Standard Class
CA-2020-163636,2020-12-09,Second Class
CA-2020-102813,2020-07-03,First Class
CA-2021-135377,2021-12-18,Standard Class
CA-2019-165813,2019-03-22,Second Class
CA-2019-133585,2019-03-04,First Class
CA-2020-116911,2020-09-20,Standard Class
US-2021-129224,2021-03-23,Standard Class
CA-2021-145765,2021-06-02,Standard Class
CA-2021-126914,2021-06-19,Standard Class
CA-2019-169572,2019-09-12,Standard Class
CA-2021-162075,2021-03-24,Standard Class
CA-2018-162992,2018-12-21,First Class
CA-2020-106397,2020-07-13,Standard Class
US-2020-150140,2020-04-10,Standard Class
CA-2018-116666,2018-05-10,First Class
CA-2021-148992,2021-11-27,Standard Class
CA-2020-140935,2020-11-12,First Class
CA-2018-157644,2019-01-01,First Class
US-2021-100398,2021-08-23,Standard Class
CA-2020-113082,2020-09-16,Standard Class
US-2021-110646,2021-10-31,Standard Class
CA-2021-120614,2021-06-04,Standard Class
US-2020-140172,2020-03-13,Standard Class
CA-2019-127754,2019-07-31,Standard Class
CA-2019-144274,2019-11-25,Second Class
CA-2019-142930,2019-12-02,Standard Class
CA-2021-100622,2021-11-07,Standard Class
CA-2021-117156,2021-03-23,Second Class
CA-2019-115399,2019-12-22,First Class
US-2018-157847,2018-04-06,Second Class
CA-2019-115168,2019-06-09,Standard Class
CA-2018-109680,2018-10-09,First Class
CA-2020-167983,2020-08-24,Second Class
CA-2019-145324,2019-11-19,Standard Class
CA-2019-153423,2019-06-27,Standard Class
US-2021-132675,2021-09-28,Standard Class
CA-2018-153808,2018-04-10,Second Class
US-2020-112396,2020-02-13,Standard Class
CA-2018-141173,2018-11-20,Second Class
CA-2021-156664,2021-12-23,Standard Class
CA-2019-140718,2019-07-04,First Class
CA-2018-119977,2018-10-13,Second Class
US-2019-115343,2019-09-25,First Class
CA-2021-163671,2021-12-30,Standard Class
CA-2021-135909,2021-10-20,Standard Class
US-2021-114356,2021-08-26,Standard Class
CA-2019-125934,2019-09-18,Standard Class
CA-2019-158148,2019-12-26,Standard Class
CA-2018-120411,2018-09-23,First Class
CA-2020-158260,2020-11-08,Standard Class
CA-2021-101805,2021-12-06,Standard Class
US-2018-105137,2018-10-10,Same Day
CA-2021-142489,2021-11-16,Second Class
US-2020-141264,2020-08-19,Standard Class
CA-2021-126928,2021-09-23,Standard Class
US-2019-107944,2019-03-25,First Class
CA-2020-135594,2020-07-03,Second Class
US-2021-115252,2021-10-25,Standard Class
